#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#GERMAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;x
duke_title_ruler_consort_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;x
duke_title_ruler_consort_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;x
duke_title_ruler_consort_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;x
duke_title_ruler_consort_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;x
duke_title_ruler_consort_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;x
title_ruler_consort_danish;Konung;Konung;Konung;;Konung;;;;;;;;;x;;;;;;;;;;;;;;;x
title_ruler_consort_swedish;Konung;Konung;Konung;;Konung;;;;;;;;;x;;;;;;;;;;;;;;;x
title_ruler_consort_norwegian;Konung;Konung;Konung;;Konung;;;;;;;;;x;;;;;;;;;;;;;;;x
title_ruler_consort_female_danish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;x
title_ruler_consort_female_swedish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;x
title_ruler_consort_female_norwegian;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;x
emperor_title_ruler_consort_danish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;x
emperor_title_ruler_consort_swedish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;x
emperor_title_ruler_consort_norwegian;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_danish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_swedish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_norwegian;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;x
title_prince_swedish;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;x
title_prince_female_swedish;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;x
title_prince_danish;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;x
title_prince_female_danish;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;x
title_prince_norwegian;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;x
title_prince_female_norwegian;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;x
duchy_of_swedish;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;x
duchy_of_danish;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;x
duchy_of_norwegian;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;x
county_of_norwegian;Fylki of;Fylki of;Fylki of;;Fylki of;;;;;;;;;x;;;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
#RUSSIAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_russian;Boyarin;Boyarin;Boyarin;;Boyarin;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_russian;Boyarynya;Boyarynya;Boyarynya;;Boyarynya;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_russian;Boyarin;Boyarin;Boyarin;;Boyarin;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_russian;Boyarynya;Boyarynya;Boyarynya;;Boyarynya;;;;;;;;;x;;;;;;;;;;;;;;;
count_russian;Udelny Knyaz;Udelny Knyaz;Udelny Knyaz;;Udelny Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_russian;Udelnaya Knyaginya;Udelnaya Knyaginya;Udelnaya Knyaginya;;Udelnaya Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_russian;Udelny Knyaz;Udelny Knyaz;Udelny Knyaz;;Udelny Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
duke_russian;Knyaz;Knyaz;Knyaz;;Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_russian;Knyaz;Knyaz;Knyaz;;Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
king_russian;Veliky Knyaz;Veliky Knyaz;Veliky Knyaz;;Veliky Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_russian;Velikaya Knyaginya;Velikaya Knyaginya;Velikaya Knyaginya;;Velikaya Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_russian;Veliky Knyaz;Veliky Knyaz;Veliky Knyaz;;Veliky Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_russian;Tsar;Tsar;Tsar;;Tsar;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_russian;Tsaritsa;Tsaritsa;Tsaritsa;;Tsaritsa;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_russian;Velikiy Kniaz;Velikiy Kniaz;Velikiy Kniaz;;Velikiy Kniaz;;;;;;;;;;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_russian;Tsaritsa;Tsaritsa;Tsaritsa;;Tsaritsa;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_russian;Knyazhich;Knyazhich;Knyazhich;;Knyazhich;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_russian;Knyazhna;Knyazhna;Knyazhna;;Knyazhna;;;;;;;;;x;;;;;;;;;;;;;;;
barony_of_russian;Volost of;Volost of;Volost of;;Volost of;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_russian;Udelnoe Knyazhestvo of;Udelnoe Knyazhestvo of;Udelnoe Knyazhestvo of;;Udelnoe Knyazhestvo of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_russian;Knyazhestvo of;Knyazhestvo of;Knyazhestvo of;;Knyazhestvo of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_russian;Velikoe Knyazhestvo of;Velikoe Knyazhestvo of;Velikoe Knyazhestvo of;;Velikoe Knyazhestvo of;;;;;;;;;x;;;;;;;;;;;;;;;
empire_of_russian;Tsarstvo of;Tsarstvo of;Tsarstvo of;;Tsarstvo of;;;;;;;;;x;;;;;;;;;;;;;;;
city_baron_russian;Posadnik;Posadnik;Posadnik;;Posadnik;;;;;;;;;x;;;;;;;;;;;;;;;
city_count_russian;Namestnik;Namestnik;Namestnik;;Namestnik;;;;;;;;;x;;;;;;;;;;;;;;;
temple_baron_russian;Arkhierey;Arkhierey;Arkhierey;;Arkhierey;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#SCOTTISH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_scottish;Toisech;Toisech;Toisech;;Toisech;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_scottish;Toisecha;Toisecha;Toisecha;;Toisecha;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_scottish;Toisech;Toisech;Toisech;;Toisech;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_scottish;Toisecha;Toisecha;Toisecha;;Toisecha;;;;;;;;;x;;;;;;;;;;;;;;;
count_scottish;Earl;Earl;Earl;;Earl;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_scottish;Earl;Earl;Earl;;Earl;;;;;;;;;x;;;;;;;;;;;;;;;
duke_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_scottish;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_scottish;Mormaerdom of;Mormaerdom of;Mormaerdom of;;Mormaerdom of;;;;;;;;;x;;;;;;;;;;;;;;;
city_baron_scottish;Bailie;Bailie;Bailie;;Bailie;;;;;;;;;x;;;;;;;;;;;;;;;
city_count_scottish;Provost;Provost;Provost;;Provost;;;;;;;;;x;;;;;;;;;;;;;;;
city_barony_of_scottish;Burgh of;Burgh of;Burgh of;;Burgh of;;;;;;;;;x;;;;;;;;;;;;;;;
city_county_of_scottish;Burgh of;Burgh of;Burgh of;;Burgh of;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#IRISH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_irish;Tiarna;Tiarna;Tiarna;;Tiarna;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_irish;Bantiarna;Bantiarna;Bantiarna;;Bantiarna;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_irish;Tiarna;Tiarna;Tiarna;;Tiarna;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_irish;Bantiarna;Bantiarna;Bantiarna;;Bantiarna;;;;;;;;;x;;;;;;;;;;;;;;;
count_irish;Ri Buiden;Ri Buiden;Ri Buiden;;Ri Buiden;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_irish;Bantiarna;Bantiarna;Bantiarna;;Bantiarna;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_irish;Ri Buiden;Ri Buiden;Ri Buiden;;Ri Buiden;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_irish;Bantiarna;Bantiarna;Bantiarna;;Bantiarna;;;;;;;;;x;;;;;;;;;;;;;;;
duke_irish;Ri Ruirech;Ri Ruirech;Ri Ruirech;;Ri Ruirech;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_irish;Bantiarna;Bantiarna;Bantiarna;;Bantiarna;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_irish;Ri Ruirech;Ri Ruirech;Ri Ruirech;;Ri Ruirech;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_irish;Bantiarna;Bantiarna;Bantiarna;;Bantiarna;;;;;;;;;x;;;;;;;;;;;;;;;
king_irish;Ard Rí;Ard Rí;Ard Rí;;Ard Rí;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_irish;Banríon;Banríon;Banríon;;Banríon;;;;;;;;;x;;;;;;;;;;;;;;;
king_title_ruler_consort_irish;Ard Rí;Ard Rí;Ard Rí;;Ard Rí;;;;;;;;;x;;;;;;;;;;;;;;;
king_title_ruler_consort_female_irish;Banríon Chéile;Banríon Chéile;Banríon Chéile;;Banríon Chéile;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_irish;Ollamh Érenn;Ollamh Érenn;Ollamh Érenn;;Ollamh Érenn;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_irish;Ollamh Érenn;Ollamh Érenn;Ollamh Érenn;;Ollamh Érenn;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_irish;Ollamh Érenn;Ollamh Érenn;Ollamh Érenn;;Ollamh Érenn;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_irish;Flaith;Flaith;Flaith;;Flaith;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_irish;Banfhlaith;Banfhlaith;Banfhlaith;;Banfhlaith;;;;;;;;;x;;;;;;;;;;;;;;;
barony_of_irish;Tuath of;Tuath of;Tuath of;;Tuath of;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_irish;Cóicid of;Cóicid of;Cóicid of;;Cóicid of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_irish;Kingdom of;Kingdom of;Kingdom of;;Kingdom of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_irish;Kingdom of;Kingdom of;Kingdom of;;Kingdom of;;;;;;;;;x;;;;;;;;;;;;;;;
empire_of_irish;Kingdom of;Kingdom of;Kingdom of;;Kingdom of;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#WELSH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
